Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception,year
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,41.22,79,69.07,20.55,47.85,45.49,2.17,7
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,41.17,80,46.17,29.61,61.76,54.06,6.83,7
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu,41.13,81,71.85,7.98,52.14,57.56,9.87,7
IR-E-C-33641,"Veermata Jijabai Technological Institute,  (VJTI, Mumbai)",Mumbai,Maharashtra,41.07,82,60.34,11.62,66.02,53.6,9.28,7
IR-E-U-0733,PES University,Bengaluru,Karnataka,41.06,83,62.28,13.35,60.53,49.36,13.24,7
IR-E-U-0749,Manipal University Jaipur,Jaipur,Rajasthan,40.63,84,65.35,16.65,50.79,58.72,0.0,7
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,40.6,85,56.69,21.42,53.53,57.08,7.45,7
IR-E-U-0207,"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,40.53,86,56.45,15.62,67.65,45.74,8.07,7
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,40.28,87,46.57,15.7,72.28,51.74,19.73,7
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,40.22,88,47.14,22.25,65.82,44.23,18.32,7
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.16,89,39.71,42.62,48.4,43.12,14.83,7
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.92,90,61.76,15.76,52.48,45.71,15.86,7
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,39.87,91,57.92,20.29,51.01,57.05,4.9,7
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.86,92,56.96,21.82,48.87,57.71,6.83,7
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,39.84,93,55.8,28.48,38.53,63.61,4.9,7
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,39.82,94,53.07,23.11,56.79,49.3,6.83,7
IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,39.4,95,63.85,10.25,53.4,50.16,14.83,7
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,39.39,96,60.35,3.01,62.73,71.58,6.83,7
IR-E-U-0163,The Northcap University,Gurugram,Haryana,39.23,97,60.36,12.71,56.83,51.32,8.07,7
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,39.13,98,59.62,12.33,54.1,51.93,15.35,7
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,39.09,99,50.19,21.92,58.2,46.54,11.59,7
IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,38.94,100,62.09,5.58,58.89,57.55,11.02,7
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,38.81,101,59.38,15.43,54.24,49.56,5.55,7
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,38.74,102,63.99,8.47,43.38,50.51,32.73,7
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,38.58,103,55.99,22.73,47.47,54.74,0.0,7
IR-E-U-0056,Tezpur University,Tezpur,Assam,38.39,104,49.58,34.26,41.5,41.9,7.45,7
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,38.38,105,52.14,26.57,43.78,51.97,8.07,7
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,38.33,106,46.9,17.04,66.48,53.57,4.9,7
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,38.2,107,50.12,11.09,71.67,48.81,6.19,7
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,37.93,108,41.3,32.95,47.68,44.66,16.36,7
IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,37.84,109,55.56,11.27,58.93,57.83,2.17,7
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,37.71,110,64.13,4.96,56.15,53.93,3.56,7
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,37.7,111,57.75,15.85,49.23,56.26,1.46,7
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,37.58,112,60.38,16.43,47.28,44.6,6.19,7
IR-E-U-0373,Chitkara University,Rajpura,Punjab,37.5,113,53.58,13.38,52.56,58.11,11.02,7
IR-E-U-0613,National Institute of Technology Manipur,Imphal,Manipur,37.45,114,61.1,14.77,42.18,58.89,3.56,7
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),Ranchi,Jharkhand,37.35,115,67.07,4.72,53.71,45.16,5.55,7
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,Odisha,37.34,116,53.46,22.16,46.3,47.1,6.83,7
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,37.3,117,56.48,14.79,52.46,50.11,4.23,7
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,37.26,118,57.82,6.21,58.38,52.21,11.59,7
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,37.22,119,59.71,7.98,57.72,50.85,2.87,7
IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab,37.15,120,63.62,32.28,16.04,46.24,5.55,7
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,37.09,121,55.8,19.82,39.47,65.05,0.0,7
IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra,36.82,122,56.71,5.43,63.65,48.32,6.19,7
IR-E-C-18154,University College of Engingeering,Kakinada,Andhra Pradesh,36.72,123,59.48,4.18,57.92,56.26,4.23,7
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,36.67,124,49.66,19.34,47.9,46.51,17.35,7
IR-E-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Chennai,Tamil Nadu,36.63,125,57.36,21.44,42.16,41.95,3.56,7
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,36.62,126,61.61,7.63,49.47,53.44,6.19,7
IR-E-U-0175,YMCA University of Science & Tech (Formerely YMCA Institute of Engineering),Faridabad,Haryana,36.59,127,59.79,6.05,55.73,50.04,6.83,7
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.54,128,51.56,9.16,55.01,49.5,23.7,7
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,36.53,129,47.14,21.27,55.23,46.01,3.56,7
IR-E-C-18817,G. H. Raisoni College of Engineering,Nagpur,Maharashtra,36.46,130,52.49,8.85,60.93,48.69,9.87,7
IR-E-C-50605,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,36.41,131,60.8,2.1,55.86,49.86,13.78,7
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,36.37,132,59.95,6.78,52.91,50.28,7.45,7
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,36.32,133,60.36,2.21,56.74,51.57,10.45,7
IR-E-C-19754,SR University,Warangal,Telangana,36.11,134,62.51,6.49,41.74,62.54,8.07,7
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,36.06,135,61.89,6.83,50.96,47.63,4.9,7
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,35.95,136,49.65,23.08,48.98,42.64,0.74,7
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,35.94,137,54.45,8.12,60.34,47.44,3.56,7
IR-E-C-1400,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,35.93,138,59.12,9.14,50.79,48.71,4.23,7
IR-E-C-1345,P E S College of Engineering,Mandya,Karnataka,35.89,139,60.69,1.04,56.57,60.6,0.0,7
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,35.89,139,53.37,1.08,64.93,58.2,7.45,7
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,35.87,141,51.75,5.91,64.47,53.23,3.56,7
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,35.87,141,53.07,8.0,55.81,48.64,15.35,7
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,35.67,143,48.87,11.24,63.74,46.71,2.17,7
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,35.66,144,50.19,14.63,56.41,34.53,14.83,7
IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,35.66,144,52.36,5.42,53.92,68.57,6.83,7
IR-E-C-19747,Anurag University,Hyderabad,Telangana,35.55,146,55.78,2.62,52.86,60.28,14.31,7
IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,35.42,147,60.56,4.7,46.08,66.18,0.0,7
IR-E-S-8898,"National Institute of Food Technology, Entrepreneurship & Management",Sonipat,Haryana,35.35,148,52.72,5.62,57.16,63.41,0.74,7
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,35.28,149,56.1,7.1,55.05,52.36,0.74,7
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,35.24,150,61.8,6.18,50.16,48.25,0.0,7
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,35.18,151,56.25,7.13,52.07,55.33,2.17,7
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,35.1,152,49.99,4.88,59.32,54.59,13.24,7
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,35.07,153,52.02,13.43,51.68,45.95,4.9,7
IR-E-U-0604,"Amity University, Gwalior",Gwalior,Madhya Pradesh,35.02,154,57.48,3.71,58.75,46.18,2.87,7
IR-E-C-19607,CVR College Of Engineering,Ibrahimpatan,Telangana,35.0,155,58.79,3.48,54.75,52.16,1.46,7
IR-E-C-8277,"Government Engineering College, Thrissur",Thrissur,Kerala,34.91,156,60.69,3.88,50.29,51.95,2.87,7
IR-E-U-0223,"Jain University, Bangalore",Bengluru,Karnataka,34.72,157,48.96,18.52,44.87,54.32,0.74,7
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,34.7,158,46.79,18.71,52.47,42.66,2.87,7
IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana,34.61,159,50.17,14.51,49.88,49.39,2.87,7
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,34.59,160,59.59,9.94,41.8,51.5,2.17,7
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,34.52,161,43.09,8.82,65.36,54.48,4.23,7
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,34.52,161,58.4,16.31,29.59,57.04,4.9,7
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,34.46,163,55.5,3.07,54.5,59.17,0.74,7
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,34.38,164,57.61,8.0,46.3,43.96,10.45,7
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,34.36,165,55.87,5.71,52.63,49.43,4.23,7
IR-E-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,34.23,166,59.64,25.05,21.64,30.19,14.83,7
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,34.18,167,58.91,7.14,49.49,42.47,2.17,7
IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,34.14,168,57.43,4.88,50.31,51.73,2.17,7
IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal,34.09,169,50.66,9.34,44.8,67.09,4.23,7
IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,Tamil Nadu,34.04,170,54.45,3.25,55.6,52.39,3.56,7
IR-E-I-1093,Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh,33.99,171,52.45,1.37,57.5,48.67,14.83,7
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,33.98,172,48.41,17.65,44.02,46.84,6.83,7
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,33.98,172,53.67,0.46,60.1,51.72,5.55,7
IR-E-U-0376,Guru Nanak Dev University,Amritsar,Punjab,33.98,172,24.31,32.53,56.36,46.22,10.45,7
IR-E-C-37089,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,33.96,175,54.46,6.83,50.09,45.1,10.45,7
IR-E-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh,33.85,176,57.83,4.54,53.35,44.67,0.0,7
IR-E-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,33.79,177,54.08,8.46,49.47,49.18,2.17,7
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,33.73,178,54.41,8.15,46.79,52.53,3.56,7
IR-E-U-0541,Sharda University,Greater Noida,Uttar Pradesh,33.64,179,52.08,10.44,41.15,54.55,12.15,7
IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,33.58,180,54.63,6.75,50.42,48.01,2.87,7
IR-E-C-36143,Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh,33.49,181,52.93,3.8,55.1,48.3,6.19,7
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh,33.38,182,60.11,11.98,34.94,43.51,4.23,7
IR-E-C-16537,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,33.36,183,51.5,10.67,50.71,45.66,0.0,7
IR-E-C-36022,Lakshmi Narain College of Technology,Bhopal,Madhya Pradesh,33.23,184,51.79,1.86,57.61,55.45,0.74,7
IR-E-U-0353,Centurion  University  of Technology and Management,Paralakhemundi,Odisha,33.14,185,52.52,3.79,54.32,53.05,0.74,7
IR-E-I-1356,Rabindranath Tagore University,Raisen,Madhya Pradesh,33.07,186,56.04,1.76,47.95,61.42,0.0,7
IR-E-U-0616,National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,33.07,186,57.07,12.26,42.75,35.71,1.46,7
IR-E-C-1412,JSS Science and Technology University,Mysuru,Karnataka,33.04,188,50.71,4.3,53.39,49.93,8.68,7
IR-E-C-16560,Easwari Engineering College,Chennai,Tamil Nadu,32.75,189,51.44,2.41,56.66,48.49,4.23,7
IR-E-I-1033,International Institute of Information Technology Bhubaneswar,Bhubaneswar,Odisha,32.73,190,42.3,12.58,54.47,49.64,4.23,7
IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,32.64,191,56.42,5.8,45.79,46.72,1.46,7
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,32.61,192,53.68,4.16,49.5,48.67,4.9,7
IR-E-C-1406,C M R Institute of Technology,Bengaluru,Karnataka,32.56,193,55.56,4.14,46.07,52.22,2.17,7
IR-E-C-46239,G.L.Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh,32.55,194,57.13,3.72,47.78,47.32,0.0,7
IR-E-U-0774,DIT University,Dehradun,Uttarakhand,32.53,195,50.14,7.09,48.53,55.03,1.46,7
IR-E-C-1438,The National Institute of Engineering,Mysore,Karnataka,32.52,196,53.79,2.33,51.03,50.48,4.23,7
IR-E-C-33584,K. J. Somaiya College of Engineering,Mumbai,Maharashtra,32.48,197,52.22,3.33,58.94,38.08,2.17,7
IR-E-C-27400,Kakatiya Institute of Technology & Science,Warangal,Telangana,32.48,197,55.8,1.64,49.13,49.25,4.9,7
IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra,32.46,199,48.25,4.54,56.11,47.93,6.19,7
IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,32.42,200,41.76,25.59,37.58,43.31,3.56,7
